Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000149,90579285830,Isabela Nunes,2022-10-14,GBP,GBP 152.76,Depósito,Pendente,Investimento,C6 Bank,12,28.74,991.15
FIN000483,73452314673,Marcelo Teixeira,15-Aug-2023,BRL,2259.75,Pagamento,Pendente,Vestuário,C6 Bank,2,12.45,2272.2
FIN000905,17218270499,Amanda Vieira,2024-09-04,BRL,9607.75,Saque,Pendente,Moradia,,6,177.39,9785.14
FIN000250,75140051590,Camila Rocha,2023-01-14,USD,USD 528.61,Pix,Aprovada,Tecnologia,XP,3,18.48,2661.52
FIN000341,17516785195,Carolina Azevedo,2023-04-07,BRL,10402.7,Depósito,Pendente,Viagem,XP,2,242.49,10645.19
FIN000670,39379069144,Henrique Pinto,2024-02-02,BRL,5020.95,Depósito,Recusada,Tecnologia,XP,à vista,32.85,5053.8
FIN000201,10070314853,Henrique Pinto,2022-11-30,BRL,8231.01,Depósito,Pendente,Viagem,Banco do Brasil,1 parcelas,140.14,8371.15
FIN000092,81468622870,Henrique Pinto,2022-08-23,BRL,8902.34,Depósito,Aprovada,Viagem,C6 Bank,1,68.84,8971.18
,,,,,,,,,,,,
FIN000585,75955842247,CAMILA ROCHA,2023-11-16,BRL,426.8,Resgate,Pendente,Tecnologia,BTG,12,,430.84
FIN000443,52090291161,Vanessa,2023-07-09,USD,USD 4732.82,Pagamento,recusada,Vestuário,,24,361.78,24025.86
FIN000610,14483060639,Natalia Correia,2023/12/09,BRL,2689.05,Saque,Aprovada,Tecnologia,XP,12,56.35,2745.4
FIN000310,34471550387,Henrique Pinto,mar. 10 2023,BRL,4190.43,PIX,aprov.,Alimentação,XP,12x,98.08,4288.51
FIN000281,75171980610,Guilherme Mota,2023-02-11,BRL,R$19136.19,Transferência,Recusada,Tecnologia,XP,12x,141.08,19277.27
FIN000411,79145234081,Leticia Moura,10.06.2023,EUR,EUR 2474.03,Depósito,Aprovada,Tecnologia,Banco do Brasil,6,224.98,13832.17
FIN000665,45071850183,Diego Peixoto,2024-01-28,EUR,EUR 3489.79,Pagamento,Aguardando,Alimentação,Inter,2X,172.21,19366.04
FIN000781,56763237958,Rafael Macedo,2024-05-13,BRL,22104.96,Saque,Pendente,Moradia,C6 Bank,2,355.27,22460.23
FIN000569,93149958537,Felipe Andrade,2023-11-02,BRL,99999999.0,PIx,Recusada,Tecnologia,BTG,12,119.41,9256.7
FIN000909,18426756098,Amanda Vieira,2024-09-07,BRL,4307.81,Saque,Aprovada,Viagem,BTG,3,57.22,4365.03
FIN000985,38526510523,Beatriz Lopes,2024-11-16,USD,USD 4497.60,Saque,Pendente,Moradia,BTG,24,172.93,22660.92
FIN000336,43643112367,Marcelo Teixeira,2023-04-03,EUR,EUR 1743.35,TED,Recusada,Alimentação,C6 Bank,2,191.64,9780.06
FIN000926,11515722929,Leonardo Braga,2024-09-23,BRL,16728.4,saque,Recusada,Investimento,XP,6,173.22,16901.62
FIN000661,44089878473,Beatriz Lopes,2024-01-25,BRL,19440.9,Transferência,Pendente,Vestuário,C6 Bank,12,137.59,19578.49
,,,,,,,,,,,,
FIN000753,75151545446,Marcelo Teixeira,2024-04-18,BRL,23175.59,PIX,RECUSADA,Alimentação,BTG,2,358.27,23533.86
FIN000507,69748674957,Rafael Macedo,2023-09-06,BRL,12494.24,Depósito,Aprovada,Tecnologia,Inter,24,116.66,12610.9
FIN000798,36557632664,Marcelo Teixeira,2024-05-29,BRL,13797.73,Boleto,RECUSADA,Moradia,BTG,2,78.19,13875.92
FIN000805,63449673227,Camila Rocha,2024-06-04,BRL,15254.26,PIX,Pendente,Vestuário,BTG,1,76.7,15330.96
FIN000093,38476336368,Rafael Macedo,2022-08-24,BRL,2631.48,Pagamento,Pendente,Vestuário,BTG,2,39.36,2670.84
FIN000593,10976248049,Rodrigo Farias,24-nov.-2023,BRL,3709.71,Transferência,Aprovada,Tecnologia,BTG,6,64.8,3774.51
FIN000788,35955620854,LEONARDO BRAGA,2024-05-20,BRL,10825.41,PIX,Aprovada,Vestuário,C6 Bank,24,187.36,11012.77
FIN000784,19571312934,Marcelo Teixeira,2024/05/16,GBP,GBP 3323.84,Depósito,Negada,Tecnologia,Banco do Brasil,1,589.4,21529.57
FIN000916,76497712225,Thiago Cavalcanti,2024/09/14,BRL,10860.54,Depósito,Recusada,Vestuário,Inter,1,180.96,11041.5
FIN000969,149.895.747.32,Leonardo Braga,2024-11-01,EUR,EUR 9.17,transf.,Recusada,Alimentação,BTG,24,0.44,50.88
FIN000576,21675016431,Carolina Azevedo,2023/11/08,BRL,17817.43,pix,recusada,Vestuário,BTG,6,110.91,17928.34
FIN000574,65129910017,Beatriz Lopes,2023-11-06,BRL,7462.3,Pagamento,Pendente,Tecnologia,BTG,24,121.59,7583.89
FIN000279,36182711717,Felipe Andrade,2023-02-10,BRL,14269.76,Saque,Pendente,Alimentação,C6 Bank,6,99.06,14368.82
FIN000280,44378524155,Rafael Macedo,2023-02-10,BRL,19477.96,PIX,Pendente,Tecnologia,Inter,6,491.39,19969.35
FIN000338,526.978.355-66,Amanda Vieira,04.04.2023,BRL,R$10669.39,deposito,Aprovada,Moradia,C6 Bank,24,193.36,10862.75
FIN000228,55063440148,Priscila Gomes,2022-12-25,BRL,9636.72,Pagamento,Recusada,Vestuário,XP,12,212.99,9849.71
FIN000009,58244276948,Isabela Nunes,2022-06-08,BRL,24766.15,Pagamento,Aprovada,Moradia,XP,6,559.55,25325.7
FIN000086,25874589971,Marcelo Teixeira,2022-08-17,BRL,2683.22,PIX,Recusada,Moradia,Inter,2,29.81,2713.03
FIN000794,45269547872,Felipe Andrade,2024-05-25,BRL,7482.5,transf.,Aprovada,Investimento,C6 Bank,1,145.33,7627.83
FIN000657,57257997266,Beatriz Lopes,2024-01-21,BRL,24075.73,Pagamento,Pendente,Viagem,XP,12,453.86,24529.59
FIN000776,988.339.452-61,Vanessa Coelho,2024-05-09,BRL,13322.1,Transferência,Recusada,Alimentação,Banco do Brasil,2,-206.85,13528.95
FIN000893,47469348277,Henrique Pinto,2024-08-24,USD,USD 1185.37,PIX,Aprovada,Moradia,BTG,1,134.07,6060.9
FIN000097,11488948726,Leticia Moura,2022-08-27,BRL,13633.21,Pagamento,Recusada,Moradia,C6 Bank,1,342.64,13975.85
FIN000342,713.244.431-99,Juliana Queiroz,2023-04-08,BRL,"R$15.511,13",PIX,Pendente,Alimentação,BTG,12X,389.24,15900.37
FIN000122,24733794774,Amanda Vieira,Sep 19 2022,BRL,16544.87,pgto.,Recusada,Vestuário,Inter,1,210.99,16755.86
FIN000157,59068269385,Rafael_Macedo,2022-10-21,BRL,23425.31,Transferência,Aprovada,Alimentação,C6 Bank,6,674.74,24100.05
FIN000797,94939737120,Isabela Nunes,2024-05-28,BRL,16544.7,Pagamento,Pendente,Investimento,BTG,6,461.89,17006.59
FIN000686,614-450-934-32,Beatriz Lopes,2024-02-17,BRL,9743.96,Pagamento,Pendente,Tecnologia,Inter,1,267.89,10011.85
FIN000722,33696982178,Andre Monteiro,2024-03-20,BRL,10619.84,PIX,Aprovada,Tecnologia,C6 Bank,24,116.68,10736.52
FIN000634,22928271575,Henrique Pinto,2023-12-31,GBP,GBP 439.21,pgto.,Aprovada,Alimentação,XP,12x,82.46,2849.51
FIN000471,26021963486,Rodrigo Farias,2023-08-04,BRL,11964.15,Pagamento,Recusada,Vestuário,Banco do Brasil,24x,127.81,12091.96
FIN000558,12027975076,Juliana Queiroz,2023-10-23,BRL,24878.47,Transferência,Recusada,Investimento,BTG,3,608.17,25486.64
FIN000294,70511014129,Marcelo Teixeira,2023-02-23,BRL,99999999.0,PIX,Aprovada,Moradia,C6 Bank,1x,64.2,2896.15
FIN000960,40545298725,Henrique Pinto,2024-10-24,BRL,23607.27,Pagamento,Pendente,Investimento,Inter,3,613.69,24220.96
FIN000550,750-471-672-37,Rafael Macedo,2023-10-15,BRL,21890.99,Transferência,Aprovada,Investimento,BTG,2,250.11,22141.1
FIN000165,25850133438,Henrique Pinto,2022-10-28,BRL,5589.02,Transferência,Recusada,Vestuário,XP,1,48.7,5637.72
FIN000792,888-363-891-49,Guilherme Mota,2024-05-23,BRL,4866.74,Depósito,Pendente,Vestuário,BTG,6,61.39,1946.7
FIN000283,65928556722,Rodrigo Farias,2023-02-13,BRL,13248.13,Saque,recusada,Investimento,XP,3,215.15,13463.28
FIN000365,65145547370,NATALIA CORREIA,2023-04-29,BRL,5611.8,Depósito,Recusada,Investimento,XP,24,60.79,5672.59
FIN000311,72459061963,Henrique Pinto,2023-03-11,BRL,24106.31,Pagamento,Aprovada,Moradia,Banco do Brasil,6,612.01,24718.32
FIN000511,78389814261,Marcelo Teixeira,2023-09-10,BRL,3178.69,Pagamento,Recusada,Viagem,BTG,1,16.94,3195.63
FIN000180,65846051014,Rafael Macedo,2022-11-11,BRL,10998.71,PIX,Aprovada,Alimentação,Inter,1,307.3,11306.01
FIN000070,11879373166,Diego Peixoto,2022-08-03,BRL,17976.73,Pagamento,Recusada,Tecnologia,C6 Bank,24,528.29,18505.02
FIN000993,59964545821,Beatriz Lopes,2024-11-23,BRL,18051.78,Depósito,Recusada,Investimento,Inter,3,303.09,18354.87
FIN000953,40228661565,Vanessa Coelho,2024-10-18,BRL,19642.3,PIX,Recusada,Alimentação,Inter,24,299.32,19941.62
FIN000728,86799888642,Amanda Vieira,2024-03-26,BRL,7784.8,Saque,Aprovada,Viagem,Inter,2,79.55,3113.92
FIN000504,21987077427,Natalia Correia,2023-09-03,BRL,6634.34,PIX,recusada,Investimento,XP,3,65.33,6699.67
FIN000059,75332178735,Thiago Cavalcanti,2022-07-24,BRL,21291.03,saque,Autorizada,Moradia,Inter,2,356.71,21647.74
FIN000939,780.404.356.94,Amanda Vieira,2024-10-05,BRL,13413.72,Saque,Pendente,Moradia,Inter,24,382.7,13796.42
FIN000364,80354895231,Juliana Queiroz,Apr 28 2023,BRL,4030.74,Transferência,Aprovada,Vestuário,C6 Bank,12,65.71,4096.45
FIN000896,29758084015,Juliana Queiroz,2024-08-26,BRL,20469.21,Saque,RECUSADA,Viagem,XP,12,397.34,8187.68
FIN000266,69310615364,Leticia Moura,2023-01-29,BRL,1322.16,Saque,Aprovada,Vestuário,BTG,3,32.83,1354.99
FIN000814,55272456625,Beatriz Lopes,2024-06-13,BRL,20092.55,PIX,Aprovada,Vestuário,XP,3,270.91,20363.46
FIN000846,81335059969,Beatriz Lopes,2024-07-12,USD,USD 254.91,Transferência,Aguardando,Investimento,BTG,6,19.58,1294.11
FIN000381,88366019516,Guilherme Mota,2023-05-14,GBP,GBP 1184.84,Saque,Aprovada,Alimentação,Banco do Brasil,2,-40.42,7504.93
FIN000605,72942667787,Natalia,2023-12-05,BRL,20049.73,Transferência,Negada,Alimentação,C6 Bank,6,323.18,20372.91
FIN000725,30575133165,Andre Monteiro,2024-03-23,BRL,15209.84,Pagamento,Pendente,Tecnologia,Inter,3,151.71,15361.55
FIN000811,56163379476,Priscila Gomes,2024-06-10,BRL,20209.17,Transferência,Aprovada,Investimento,BTG,12,105.31,20314.48
FIN000521,29246395135,Natalia Correia,2023-09-19,BRL,18093.21,Transferência,Pendente,Moradia,Banco do Brasil,24,318.68,18411.89
FIN000148,478-739-906-60,Natalia Correia,2022-10-13,BRL,15787.62,Dep.,Pendente,Tecnologia,XP,2,451.89,16239.51
FIN000252,37664418883,Amanda Vieira,2023-01-16,BRL,10589.67,Depósito,Aprovada,Vestuário,XP,2,197.32,10786.99
FIN000687,97327280486,Marcelo Teixeira,2024-02-17,GBP,GBP 3096.69,Depósito,Pendente,Tecnologia,BTG,12,479.5,19988.66
FIN000923,43212150080,Felipe Andrade,2024-09-20,GBP,GBP 1850.91,Pagamento,Aprovada,Alimentação,Inter,12,131.58,11792.3
FIN000213,38078333923,Marcelo Teixeira,2022-12-11,BRL,16999.82,Transferência,Pendente,Investimento,BTG,2,474.27,17474.09
FIN000441,42755368576,Rafael Macedo,2023-07-08,BRL,6531.64,Depósito,Aprovada,Alimentação,Inter,3,61.1,6592.74
FIN000933,80834298099,Camila Rocha,2024-09-29,BRL,21481.43,Pagamento,Aprovada,Moradia,Inter,2,568.12,22049.55
FIN000331,57524721239,Henrique Pinto,2023-03-29,BRL,13051.97,Depósito,Recusada,Viagem,C6 Bank,6,230.29,13282.26
FIN000827,984.273.919.45,Felipe Andrade,24-jun.-2024,BRL,10571.75,TED,Pendente,Moradia,XP,24,189.94,10761.69
FIN000277,46477762345,Thiago Cavalcanti,08/02/2023,BRL,1416.42,Pagamento,Pendente,Viagem,C6 Bank,3,12.4,1428.82
FIN000847,47141998646,Rafael Macedo,2024-07-13,BRL,24823.5,Saque,Pendente,Investimento,BTG,3,378.7,25202.2
FIN000833,15263217784,JULIANA QUEIROZ,2024-06-30,BRL,15942.41,Depósito,APROVADA,Vestuário,XP,24,228.96,16171.37
FIN000708,13491954967,Henrique Pinto,2024-03-08,BRL,6392.54,Saque,recusada,Vestuário,Banco do Brasil,2,116.54,6509.08
FIN000639,10678542782,Guilherme Mota,2024-01-05,EUR,EUR 1082.98,Pagamento,pendente,Tecnologia,Banco do Brasil,1,127.4,6083.8
FIN000449,61092228781,Carolina Azevedo,2023-07-15,BRL,3379.81,Depósito,Aprovada,Tecnologia,XP,2,60.79,3440.6
FIN000386,846.131.299-74,Rafael Macedo,2023-05-18,BRL,14908.27,Transferência,Aprovada,Tecnologia,XP,24,363.63,15271.9
FIN000747,68415938137,Marcelo Teixeira,2024-04-12,GBP,GBP 1007.17,Transferência,Aprovada,Investimento,XP,2,57.64,6402.79
FIN000525,26467773827,Felipe Andrade,2023-09-22,BRL,14035.7,Pagamento,Recusada,Vestuário,Banco do Brasil,3,,14438.43
FIN000304,648.485.504-59,Vanessa Coelho,2023-03-04,BRL,21602.11,Transferência,APROVADA,Alimentação,Inter,6,278.82,21880.93
FIN000488,99072255793,Juliana Queiroz,20.08.2023,BRL,18673.87,Transferência,Recusada,Tecnologia,XP,3,431.46,19105.33
FIN000841,36027487963,Felipe Andrade,2024-07-07,BRL,"13460,1",Saque,Aprovada,Vestuário,Banco do Brasil,3,-370.62,13830.72
FIN000038,10175270597,Andre Monteiro,2022-07-04,BRL,13828.25,Pagamento,Aprovada,Viagem,Inter,3x,100.14,13928.39
FIN000020,,Carolina Azevedo,2022-06-18,BRL,20342.04,Depósito,Aprovada,Moradia,C6 Bank,12,423.21,20765.25
FIN000325,60179090042,Guilherme Mota,2023-03-24,USD,USD 4074.51,Depósito,Aprovada,Vestuário,Banco do Brasil,2,590.52,20963.09
FIN000261,220.979.223-84,Carolina_Azevedo,2023-01-24,USD,USD 1787.10,PIX,Pendente,Tecnologia,C6 Bank,6,108.94,9044.42
FIN000948,21238397246,Leonardo Braga,2024-10-13,BRL,11620.47,Saque,Pendente,Moradia,Banco do Brasil,1,141.13,11761.6
FIN000410,76729970696,Rafael Macedo,06.09.2023,EUR,EUR 1918.87,Transferência,Pendente,Alimentação,XP,6,288.28,10842.09
FIN000401,22368193854,Felipe Andrade,2023-06-01,BRL,"24849,31",Depósito,Recusada,Alimentação,C6 Bank,6,169.29,25018.6
FIN000415,39260696743,Marcelo Teixeira,2023-06-14,BRL,9943.17,Depósito,Aprovada,Investimento,XP,6,170.53,10113.7
FIN000055,28458030075,Priscila Gomes,2022-07-20,BRL,23482.48,PIX,Aprovada,Vestuário,XP,3,450.06,23932.54
FIN000944,82879633699,Leonardo Braga,2024-10-09,BRL,4429.18,Transferência,Pendente,Investimento,Banco do Brasil,24,116.4,4545.58
FIN000151,62514563550,DIEGO PEIXOTO,16.10.2022,BRL,3612.96,Transferência,Aprovada,Moradia,XP,2,22.28,3635.24
FIN000779,23942085244,Natalia Correia,2024-05-12,BRL,20314.54,pgto.,Recusada,Investimento,Inter,24,529.94,20844.48
FIN000932,57724146377,Vanessa Coelho,2024-09-28,BRL,14530.36,Transferência,Em processamento,Moradia,XP,12,195.71,14726.07
FIN000760,78127080079,Henrique Pinto,2024-04-24,BRL,14030.73,PIX,Recusada,Tecnologia,C6 Bank,24,272.71,14303.44
FIN000746,75585117923,Beatriz Lopes,2024-04-11,BRL,2571.35,Depósito,Pendente,Vestuário,,6,33.09,2604.44
FIN000107,18556569285,Guilherme Mota,2022-09-05,BRL,10402.79,PIX,Aprovada,Vestuário,C6 Bank,3,85.6,10488.39
FIN000768,29160485435,Camila Rocha,2024-05-01,BRL,"2857,5",Transferência,Recusada,Vestuário,XP,2,27.35,2884.85
FIN000025,35792267560,Leticia Moura,2022-06-22,BRL,20709.66,PIX,recus.,Tecnologia,Banco do Brasil,6,202.65,8283.86
FIN000974,43180770451,Felipe Andrade,2024-11-06,BRL,22130.57,Pagamento,Pendente,Vestuário,,1,133.53,22264.1
FIN000534,67969267212,Henrique Pinto,2023-10-01,BRL,15630.77,P-I-X,Recusada,Viagem,XP,3,275.81,15906.58
FIN000864,44038199743,Natalia Correia,2024-07-28,BRL,8079.0,SAQUE,Pendente,Moradia,C6 Bank,24,105.88,8184.88
FIN000083,99971215319,Andre Monteiro,2022-08-14,BRL,,Pagamento,Aguardando,Tecnologia,Inter,3,358.51,18382.93
FIN000895,98581458345,Vanessa Coelho,2024-08-26,BRL,R$2437.10,Saque,Pendente,Investimento,BTG,2,43.77,2480.87
FIN000915,16910747043,Juliana Queiroz,2024-09-13,BRL,0.0,Pagamento,Pendente,Moradia,XP,24,61.1,4868.93
FIN000614,99926146037,Diego Peixoto,2023-12-13,BRL,9093.17,PIX,Pendente,Vestuário,BTG,12,110.78,9203.95
FIN000380,70280338792,Beatriz Lopes,2023-05-13,EUR,EUR 4408.46,Transferência,Pendente,Tecnologia,C6 Bank,3,144.56,24391.07
FIN000077,999-238-169-92,Juliana Queiroz,2022-08-09,BRL,20672.64,Transferência,Aprovada,Tecnologia,,6,293.63,20966.27
FIN000389,14578535021,Camila Rocha Rocha,2023-05-21,BRL,19430.37,Pagamento,Aprovada,Viagem,BTG,3,340.89,19771.26
FIN000407,649.475.871-48,Carolina Azevedo,2023-06-07,BRL,3704.52,Pagamento,Em processamento,Viagem,C6 Bank,12,18.91,3723.43
FIN000292,81321796377,Andre Monteiro,2023-02-21,BRL,12626.92,TED,Pend.,Viagem,C6 Bank,3,368.61,12995.53
FIN000716,95292032478,Andre Monteiro,2024-03-15,BRL,19773.47,Resgate,Autorizada,Tecnologia,BTG,6,291.02,20064.49
FIN000111,86434982346,Thiago Cavalcanti,2022-09-09,BRL,11895.33,Transferência,Pendente,Alimentação,Banco do Brasil,24,335.83,12231.16
FIN000625,853.410.696.67,Priscila Gomes,2023-12-23,BRL,15050.1,Saque,Recusada,Vestuário,Banco do Brasil,1,428.69,15478.79
FIN000886,29953193556,Natalia Correia,2024-08-17,BRL,16062.5,Transferência,Pendente,Viagem,BTG,6,178.05,16240.55
,,,,,,,,,,,,
FIN000247,253-403-289-13,Guilherme Mota,2023-01-11,BRL,2580.71,PIX,Aprovada,Moradia,BTG,24,14.61,2595.32
FIN000146,29937647325,Priscila Gomes,10/11/2022,BRL,5832.44,Pagamento,Aprovada,Investimento,BTG,2,132.62,5965.06
FIN000129,517-575-593-42,Thiago Cavalcanti,2022-09-25,BRL,17598.95,Depósito,Pendente,Vestuário,XP,3,511.99,18110.94
FIN000904,360-474-600-12,Juliana Queiroz,2024-09-03,BRL,3043.16,Saque,Recusada,Viagem,Banco do Brasil,24,44.19,1217.26
FIN000623,86149771062,Natalia Correia,2023-12-21,BRL,14128.64,Depósito,Aprovada,Tecnologia,BTG,3,212.1,14340.74
FIN000325,60179090042,Guilherme Mota,2023-03-24,USD,USD 4074.51,Depósito,Aprovada,Vestuário,Banco do Brasil,2,590.52,20963.09
FIN000262,77625860447,Amanda Vieira,2023-01-25,BRL,17522.83,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,7009.13
FIN000487,56396530662,Isabela Nunes,2023-08-19,BRL,21428.74,pix,Aprovada,Viagem,C6 Bank,24,-437.14,21865.88
FIN000966,86634815996,Beatriz Lopes,2024-10-29,BRL,R$158.76,PIX,pendente,Tecnologia,Banco do Brasil,12,0.94,159.7
FIN000091,70720484971,Leticia Moura,2022-08-22,BRL,17291.2,Transferência,Recusada,Tecnologia,Banco do Brasil,6,357.7,17648.9
FIN000206,96529928539,Diego Peixoto,2022-12-05,USD,USD 4643.31,Transferência,Autorizada,Viagem,C6 Bank,24,216.49,23433.06
FIN000493,49966136096,Guilherme Mota,2023-08-24,BRL,3404.04,Depósito,Pendente,Tecnologia,Banco do Brasil,24,74.95,3478.99
FIN000171,,Marcelo Teixeira,2022-11-03,BRL,99999999.0,Transferência,Aprovada,Viagem,Inter,24,44.93,1754.27
FIN000977,62437541079,Rodrigo Farias,2024-11-08,BRL,"R$21.761,93",Pagamento,Pendente,Investimento,Inter,24,452.62,22214.55
FIN000931,25331061491,Amanda Vieira,2024-09-27,BRL,15673.35,SAQUE,Pendente,Moradia,Banco do Brasil,24,148.32,15821.67
FIN000057,27880541894,Thiago Cavalcanti,2022-07-22,BRL,10848.09,deposito,Aprovada,Investimento,,3,77.75,10925.84
FIN000405,19244294532,Isabela Nunes,2023-06-05,BRL,12967.77,Depósito,Recusada,Viagem,C6 Bank,1,162.14,13129.91
FIN000242,94450222222,carolina azevedo,2023-01-07,BRL,16129.52,Saque,Recusada,Alimentação,Inter,2,369.86,16499.38
FIN000600,97981265744,Natalia Correia,2023-11-30,BRL,20154.15,Depósito,Aprovada,Alimentação,C6 Bank,2,567.66,20721.81
FIN000347,591-714-778-62,Camila Rocha,2023-04-13,BRL,18064.68,Transferência,Recusada,Vestuário,Inter,3,156.17,18220.85
FIN000098,73664937881,Diego Peixoto,Aug 28 2022,BRL,8905.03,Pagamento,Aprovada,Vestuário,BTG,1,218.12,9123.15
FIN000117,18549028878,Felipe Andrade,2022-09-15,BRL,15395.23,Depósito,pendente,Investimento,Inter,24,106.09,15501.32
FIN000202,503-359-345-48,Diego Peixoto,2022-12-01,BRL,14242.62,PIX,Pendente,Investimento,C6 Bank,3x,286.01,14528.63
FIN000943,28773383470,Leticia Moura,2024-10-08,BRL,18696.67,pix,Aprovada,Tecnologia,C6 Bank,à vista,187.67,18884.34
FIN000480,90620979729,Priscila Gomes,2023-08-12,BRL,13783.42,PIX,Pendente,Moradia,C6 Bank,2,293.0,14076.42
FIN000324,91012380546,Camila Rocha,2023-03-23,BRL,3434.76,Transferência,Aprovada,Moradia,C6 Bank,6,74.65,3509.41
FIN000194,22471511430,Beatriz Lopes,2022-11-24,BRL,10937.48,Depósito,Recusada,Moradia,Inter,1,74.59,11012.07
FIN000961,190.399.525-68,Priscila Gomes,2024-10-25,BRL,7828.43,PIX,Pendente,Viagem,Banco do Brasil,1,47.9,7876.33
FIN000444,42439323610,Andre Monteiro,07/10/2023,BRL,18690.26,Saque,Bloqueada,Moradia,BTG,6,337.21,19027.47
FIN000726,49063087199,Diego Peixoto,2024-03-24,BRL,13288.11,Depósito,Recusada,Vestuário,C6 Bank,3,390.8,13678.91
FIN000862,59584325727,Thiago Cavalcanti,2024-07-26,BRL,24424.58,transf.,Aprovada,Alimentação,BTG,2,413.22,24837.8
FIN000455,64490794284,Felipe Andrade,2023-07-20,BRL,7815.55,Pagamento,Aprovada,Moradia,XP,12,177.21,7992.76
FIN000529,14192144049,Henrique Pinto,2023-09-26,BRL,4674.17,Pagamento,Pendente,Moradia,Inter,6,140.22,4814.39
FIN000852,,Leonardo Braga,2024-07-17,BRL,14297.7,Transferência,Pendente,Moradia,Inter,2,272.84,14570.54
FIN000551,39822577116,Amanda Vieira,2023-10-16,BRL,6012.57,Pagamento,Recusada,Vestuário,XP,6,136.88,2405.03
FIN000865,792.325.998.11,Guilherme Mota,2024-07-29,BRL,20051.88,Saque,Pendente,Viagem,BTG,12,481.56,20533.44
FIN000069,95362988678,Leticia Moura,2022-08-02,BRL,7633.13,Depósito,Pendente,Vestuário,Inter,12,86.23,7719.36
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,15027.04,Transferência,Recusada,Tecnologia,,2,201.24,15228.28
FIN000297,23880877258,Rodrigo Farias,2023-02-26,BRL,11536.99,Transferência,Em processamento,Moradia,Inter,6,93.95,11630.94
FIN000738,47684636085,Andre Monteiro Monteiro,04/04/2024,BRL,9506.9,Depósito,Recusada,Viagem,Banco do Brasil,3,223.27,9730.17
FIN000951,76758855228,Thiago_Cavalcanti,2024-10-16,BRL,5346.41,Transferência,Recusada,Viagem,Inter,6,90.55,5436.96
FIN000602,666-535-274-71,Diego Peixoto,2023-12-02,BRL,,Pagamento,Pendente,Tecnologia,Banco do Brasil,1,324.87,17080.12
FIN000871,12619799695,Diego Peixoto Peixoto,2024-08-04,BRL,16577.97,Depósito,aprovada,Vestuário,C6 Bank,12,417.52,16995.49
FIN000396,29225765811,Thiago Cavalcanti,2023-05-27,BRL,18287.82,Pagamento,Recusada,Alimentação,XP,12,431.7,18719.52
FIN000427,94791897178,Leticia Moura,2023/06/25,BRL,3223.21,Depósito,Pendente,Tecnologia,Banco do Brasil,3,25.06,1289.28
FIN000867,62859736281,Camila Rocha,2024-07-31,BRL,3423.35,Depósito,Pendente,Investimento,Inter,24,59.08,3482.43
FIN000560,25288156335,Isabela Nunes,2023-10-24,BRL,20340.51,Transferência,Pendente,Alimentação,Inter,24,,20485.55
FIN000526,83054566994,Guilherme,2023-09-23,BRL,19438.28,Depósito,Recusada,Viagem,XP,24,520.21,19958.49
FIN000942,511.758.916.69,Henrique Pinto,2024-10-07,BRL,13690.2,PIX,Recusada,Vestuário,XP,2,371.02,14061.22
FIN000015,27948146756,Henrique Pinto,2022-06-13,BRL,"R$23.227,26",Transferência,Recusada,Vestuário,Inter,24,644.48,23871.74
FIN000253,51375919652,Leonardo Braga,2023-01-17,BRL,24735.12,PIX,Pendente,Vestuário,Banco do Brasil,24,-356.21,25091.33
FIN000239,42360363439,juliana queiroz,2023-01-04,BRL,22941.76,Pagamento,Pendente,Investimento,XP,24,163.9,23105.66
FIN000121,94843990372,Juliana Queiroz,2022-09-18,EUR,EUR 3856.98,Boleto,Pendente,Alimentação,Banco do Brasil,6,161.73,21375.14
FIN000286,99889490068,Natalia Correia Correia,2023-02-16,BRL,19231.81,Pagamento,Pendente,Vestuário,XP,24,514.97,19746.78
FIN000555,263.380.780-67,Andre Monteiro,2023-10-20,BRL,17876.25,pix,Recusada,Viagem,XP,6,289.72,18165.97
FIN000197,32270375259,Priscila Gomes,2022-11-27,BRL,12765.67,Pagamento,Recusada,Viagem,Banco do Brasil,3,310.94,13076.61
FIN000346,34511214244,Leticia Moura,2023-04-12,BRL,24657.96,Pagamento,Aprovada,Viagem,BTG,24,434.23,9863.18
FIN000546,15779914148,Camila Rocha,2023/10/12,BRL,12721.06,Saque,Aprovada,Moradia,Banco do Brasil,12,358.02,13079.08
FIN000251,29343139559,Rodrigo Farias,2023-01-15,BRL,8396.75,Depósito,Aprovada,Tecnologia,C6 Bank,12,172.52,8569.27
FIN000992,84716646587,Felipe Andrade,2024-11-22,BRL,"R$17.197,71",Boleto,Recusada,Alimentação,Inter,3,173.45,17371.16
FIN000646,71386848644,Juliana Queiroz,2024-01-11,BRL,24835.92,Saque,Aprovada,Moradia,Banco do Brasil,2,503.05,25338.97
FIN000879,610.842.183-34,Marcelo Teixeira,2024-08-11,BRL,23764.03,PIX,Aprovada,Viagem,XP,24,274.43,24038.46
FIN000413,76029950670,Henrique Pinto,2023-06-12,BRL,10530.08,Saque,Recusada,Alimentação,C6 Bank,1,297.15,10827.23
